date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:48:51	16413/16413	---M--	200	added ('OK')	image/jpeg	etag:%22bf1d13a8426bd31:0%22	http://efilecoach.com/imagenes/icono_facebook.jpg	C:/My%20Web%20Sites/efilecoach.com/efilecoach.com/imagenes/icono_facebook.jpg	(from http://efilecoach.com/testimonios.aspx)
06:48:52	14192/14192	---M--	200	added ('OK')	image/jpeg	etag:%228ec572a5426bd31:0%22	http://efilecoach.com/imagenes/linea_horizontal_testimonio.jpg	C:/My%20Web%20Sites/efilecoach.com/efilecoach.com/imagenes/linea_horizontal_testimonio.jpg	(from http://efilecoach.com/testimonios.aspx)
06:49:33	250420/250420	---M--	200	added ('OK')	image/jpeg	etag:%22f89a2aa3426bd31:0%22	http://efilecoach.com/imagenes/volcado_documentos_generales_ingles.jpg	C:/My%20Web%20Sites/efilecoach.com/efilecoach.com/imagenes/volcado_documentos_generales_ingles.jpg	(from http://efilecoach.com/informacion.aspx)
06:49:46	335016/335016	---M--	200	added ('OK')	image/jpeg	etag:%22e96acc9e426bd31:0%22	http://efilecoach.com/imagenes/volcado_usuario_escuela_ingles.jpg	C:/My%20Web%20Sites/efilecoach.com/efilecoach.com/imagenes/volcado_usuario_escuela_ingles.jpg	(from http://efilecoach.com/informacion.aspx)
06:50:09	484888/484888	---M--	200	added ('OK')	image/jpeg	etag:%2252f09da2426bd31:0%22	http://efilecoach.com/imagenes/volcado_escuela_ingles.jpg	C:/My%20Web%20Sites/efilecoach.com/efilecoach.com/imagenes/volcado_escuela_ingles.jpg	(from http://efilecoach.com/informacion.aspx)
06:50:13	507703/507703	---M--	200	added ('OK')	image/jpeg	etag:%2223f57ba0426bd31:0%22	http://efilecoach.com/imagenes/volcado_personal_ingles.jpg	C:/My%20Web%20Sites/efilecoach.com/efilecoach.com/imagenes/volcado_personal_ingles.jpg	(from http://efilecoach.com/informacion.aspx)
06:50:50	394192/394192	---M--	200	added ('OK')	image/jpeg	etag:%227efdc19f426bd31:0%22	http://efilecoach.com/imagenes/volcado_sesiones_ingles.jpg	C:/My%20Web%20Sites/efilecoach.com/efilecoach.com/imagenes/volcado_sesiones_ingles.jpg	(from http://efilecoach.com/informacion.aspx)
06:51:01	547622/547622	---M--	200	added ('OK')	image/jpeg	etag:%2216e4b4a3426bd31:0%22	http://efilecoach.com/imagenes/volcado_actualizacion_coach_ingles.jpg	C:/My%20Web%20Sites/efilecoach.com/efilecoach.com/imagenes/volcado_actualizacion_coach_ingles.jpg	(from http://efilecoach.com/informacion.aspx)
06:51:01	0/-1	---M--	302	error ('')			http://efilecoach.com/idioma.aspx?l=castellano	C:/My%20Web%20Sites/efilecoach.com/efilecoach.com/idioma.b8a0d8.delayed	(from http://efilecoach.com/faqs.aspx)
06:51:01	0/-1	---M--	302	error ('')			http://efilecoach.com/idioma.aspx?l=ingles	C:/My%20Web%20Sites/efilecoach.com/efilecoach.com/idioma.b9cab4.delayed	(from http://efilecoach.com/faqs.aspx)
06:51:04	15757/15757	---M--	200	added ('OK')	image/jpeg	etag:%2269acfaa5426bd31:0%22	http://efilecoach.com/imagenes/interrogantes_faqs.jpg	C:/My%20Web%20Sites/efilecoach.com/efilecoach.com/imagenes/interrogantes_faqs.jpg	(from http://efilecoach.com/faqs.aspx)
06:51:06	15866/15866	---M--	200	added ('OK')	image/jpeg	etag:%22f19ba9a5426bd31:0%22	http://efilecoach.com/imagenes/linea_horizontal_faqs.jpg	C:/My%20Web%20Sites/efilecoach.com/efilecoach.com/imagenes/linea_horizontal_faqs.jpg	(from http://efilecoach.com/faqs.aspx)
06:51:40	382269/382269	---M--	200	added ('OK')	image/jpeg	etag:%221d3882a1426bd31:0%22	http://efilecoach.com/imagenes/volcado_informe_global_evaluacion_360_ingles.jpg	C:/My%20Web%20Sites/efilecoach.com/efilecoach.com/imagenes/volcado_informe_global_evaluacion_360_ingles.jpg	(from http://efilecoach.com/informacion.aspx)
06:51:42	634300/634300	---M--	200	added ('OK')	image/jpeg	etag:%228dd841a1426bd31:0%22	http://efilecoach.com/imagenes/volcado_informe_sesion_ingles.jpg	C:/My%20Web%20Sites/efilecoach.com/efilecoach.com/imagenes/volcado_informe_sesion_ingles.jpg	(from http://efilecoach.com/informacion.aspx)
06:51:57	1027639/1027639	---M--	200	added ('OK')	image/jpeg	etag:%22ca46f2a1426bd31:0%22	http://efilecoach.com/imagenes/volcado_herramientas_coach_ingles.jpg	C:/My%20Web%20Sites/efilecoach.com/efilecoach.com/imagenes/volcado_herramientas_coach_ingles.jpg	(from http://efilecoach.com/informacion.aspx)
